card_id	quest_relevance	review_status	review_note	source
item.perfect_ring.773	Used during Family Crest	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Family Crest
item.pestle_and_mortar.233	Used during A Taste of Hope, Dream Mentor, Eadgar’s Ruse, Fairytale II – Cure a Queen, Garden of Tranquillity, Land of the Goblins, Lunar Diplomacy, Monkey Madness II, Perilous Moons, Recipe for Disaster, Regicide, Shadow of the Storm, Song of the Elves, Tai Bwo Wannai Trio, The Dig Site, The Eyes of Glouphrie, The Golem and Watchtower; Used during Dragon Slayer II	approved	Direct required-item associations reviewed across Quest Helper quest and miniquest definitions; teleports, recommendations, alternatives, diary/skill helpers and conditional rows excluded; Reviewed direct or route-dependent Dragon Slayer II requirement	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Taste of Hope; Dream Mentor; Eadgar’s Ruse; Fairytale II – Cure a Queen; Garden of Tranquillity; Land of the Goblins; Lunar Diplomacy; Monkey Madness II; Perilous Moons; Recipe for Disaster; Regicide; Shadow of the Storm; Song of the Elves; Tai Bwo Wannai Trio; The Dig Site; The Eyes of Glouphrie; The Golem; Watchtower; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Dragon Slayer II
item.pet_rock.3695	Used during The Fremennik Exiles and The Fremennik Trials	approved	Direct required-item associations reviewed across multiple Quest Helper quest definitions	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The Fremennik Exiles; The Fremennik Trials
item.phoenix_crossbow.767	Used during Shield Of Arrav Black Arm Gang	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Shield Of Arrav Black Arm Gang
item.phoenix_feather.4621	Used during The Golem	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The Golem
item.pineapple_chunks.2116	Used during Eadgar's Ruse	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Eadgar's Ruse
item.pink_rose_seed.6455	Used during Garden Of Tranquillity	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Garden Of Tranquillity
item.pink_skirt.1013	Used during Prince Ali Rescue	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Prince Ali Rescue
item.plague_jacket.284	Used during Sheep Herder	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Sheep Herder
item.plague_trousers.285	Used during Sheep Herder	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Sheep Herder
item.plank.960	Used during Daddy’s Home, Darkness of Hallowvale, Dragon Slayer I, Horror from the Deep, In Aid of the Myreque, In Search of the Myreque, Observatory Quest, Regicide, Royal Trouble, Scrambled!, The Great Brain Robbery and Underground Pass	approved	Direct required-item associations reviewed across Quest Helper quest and miniquest definitions; teleports, recommendations, alternatives, diary/skill helpers and conditional rows excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Daddy’s Home; Darkness of Hallowvale; Dragon Slayer I; Horror from the Deep; In Aid of the Myreque; In Search of the Myreque; Observatory Quest; Regicide; Royal Trouble; Scrambled!; The Great Brain Robbery; Underground Pass
item.plant_cure.6036	Used during Garden of Tranquillity and My Arm's Big Adventure	approved	Direct required-item associations reviewed across multiple Quest Helper quest definitions	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Garden of Tranquillity; My Arm's Big Adventure
item.poison.273	Used during Ernest the Chicken and Hazeel Cult	approved	Direct required-item associations reviewed across multiple Quest Helper quest definitions	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Ernest the Chicken; Hazeel Cult
item.poison_karambwan.3146	Used during Tai Bwo Wannai Trio	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Tai Bwo Wannai Trio
item.poisoned_cheese.6768	Used during Rat Catchers	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Rat Catchers
item.polished_buttons.10496	Used during Animal Magnetism	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Animal Magnetism
item.pot	Used during Cook's Assistant, Forgettable Tale, Murder Mystery, One Small Favour, Rag and Bone Man, Recipe for Disaster, Regicide and Swan Song; Used during Rag and Bone Man II	approved	Direct required item; consolidated exact active-catalogue match; Direct bone-processing requirement in Rag and Bone Man II	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Cook's Assistant, Forgettable Tale, Murder Mystery, One Small Favour, Rag and Bone Man, Recipe for Disaster, Regicide and Swan Song; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
item.pot_lid.4440	Used during One Small Favour and Swan Song	approved	Direct required-item associations reviewed across multiple Quest Helper quest definitions	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: One Small Favour; Swan Song
item.pot_of_cornflour.7468	Used during Recipe for Disaster	approved	Direct required item in Recipe for Disaster; corrected legacy quest attribution	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Recipe for Disaster; OSRS Wiki: Recipe for Disaster
item.pot_of_cream.2130	Used during Recipe for Disaster	approved	Direct required item in Recipe for Disaster; corrected legacy quest attribution	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Recipe for Disaster; OSRS Wiki: Recipe for Disaster
item.pot_of_flour	Used during Cook's Assistant, Getting Ahead, Murder Mystery, Prince Ali Rescue and Recipe for Disaster	approved	Direct required item; consolidated exact active-catalogue match	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Cook's Assistant, Getting Ahead, Murder Mystery, Prince Ali Rescue and Recipe for Disaster
item.pot_of_vinegar.7811	Used during Rag And Bone Man I; Used during Rag and Bone Man II	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset; Direct bone-processing requirement in Rag and Bone Man II	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Rag And Bone Man I; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
item.potato.1942	Used during Big Chompy Bird Hunting and The Fremennik Trials	approved	Direct required-item associations reviewed across Quest Helper quest definitions; travel conveniences, alternatives and diary/skill helpers excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Big Chompy Bird Hunting; The Fremennik Trials
item.potato_cactus.3138	Used during While Guthix Sleeps	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: While Guthix Sleeps
item.potato_seed.5318	Used during A Tail of Two Cats	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Tail of Two Cats
item.potatoes_10.5438	Used during The Final Dawn	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The Final Dawn
item.premade_blurb_sp.2028	Used during Death Plateau	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Death Plateau
item.priest_gown.426	Used during Biohazard	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Biohazard
item.primed_mind_bar.9728	Used during Elemental Workshop II	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Elemental Workshop II
item.purple_dye.1773	Used during Ghosts Ahoy and Land of the Goblins	approved	Direct reviewed requirement; corrected legacy quest attribution where applicable	OSRS Wiki: Ghosts Ahoy; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Land of the Goblins; OSRS Wiki: Land of the Goblins
item.purple_goblin_mail.9058	Used during Land of the Goblins	approved	Direct reviewed requirement; corrected legacy quest attribution where applicable	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Land of the Goblins; OSRS Wiki: Land of the Goblins
item.queen_s_secateurs.7410	Used during Fairytale I – Growing Pains and Fairytale II – Cure a Queen	approved	Direct required-item associations reviewed across multiple Quest Helper quest definitions	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Fairytale I – Growing Pains; Fairytale II – Cure a Queen
item.quetzal_feed.28975	Used during The Heart of Darkness	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The Heart of Darkness
item.rake.5341	Used during A Tail of Two Cats, Forgettable Tale of a Drunken Dwarf, Garden of Tranquillity, My Arm's Big Adventure, Rum Deal and Throne of Miscellania	approved	Direct required-item associations reviewed across Quest Helper quest definitions; recommendations, alternatives, travel conveniences and conditional rows excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Tail of Two Cats; Forgettable Tale of a Drunken Dwarf; Garden of Tranquillity; My Arm's Big Adventure; Rum Deal; Throne of Miscellania
item.rake_handle.5347	Used during My Arm's Big Adventure	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: My Arm's Big Adventure
item.rake_head.5348	Used during My Arm's Big Adventure	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: My Arm's Big Adventure
item.ranarr_potion_unf.99	Used during Eadgar's Ruse	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Eadgar's Ruse
item.ranarr_weed.257	Used during While Guthix Sleeps	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: While Guthix Sleeps
item.raw-tuna	Used during The Fremennik Isles	approved	Exact catalogue-name match to direct required-item rows; variants, recommendations, alternatives, teleports, diary/skill helpers and ambiguous quantity rows excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The Fremennik Isles
item.raw_bear_meat.2136	Used during Druidic Ritual	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Druidic Ritual
item.raw_beef	Used during Druidic Ritual	approved	Exact catalogue-name match to direct required-item rows; variants, recommendations, alternatives, teleports, diary/skill helpers and ambiguous quantity rows excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Druidic Ritual
item.raw_bream.29216	Used during Perilous Moon	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Perilous Moon
item.raw_chicken	Used during Druidic Ritual, Eadgar's Ruse and Recipe for Disaster	approved	Direct required item; consolidated exact active-catalogue match	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Druidic Ritual, Eadgar's Ruse and Recipe for Disaster
item.raw_chompy.2876	Used during Big Chompy Bird Hunting and Recipe for Disaster	approved	Direct required item shared by Big Chompy Bird Hunting and Recipe for Disaster	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Big Chompy Bird Hunting; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Recipe for Disaster; OSRS Wiki: Recipe for Disaster
item.raw_cod.341	Used during Cold War and Recipe for Disaster	approved	Direct required-item associations reviewed across Quest Helper quest definitions; travel conveniences, alternatives and diary/skill helpers excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Cold War; Recipe for Disaster
item.raw_fishcake.7529	Used during Recipe for Disaster	approved	Direct required item in Recipe for Disaster; corrected legacy quest attribution	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Recipe for Disaster; OSRS Wiki: Recipe for Disaster
item.raw_giant_carp.338	Used during Fishing Contest	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Fishing Contest
item.raw_guide_cake.7543	Used during Recipe for Disaster	approved	Direct required item in Recipe for Disaster; corrected legacy quest attribution	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Recipe for Disaster; OSRS Wiki: Recipe for Disaster
item.raw_jubbly.7566	Used during Recipe for Disaster	approved	Direct required item in Recipe for Disaster; corrected legacy quest attribution	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Recipe for Disaster; OSRS Wiki: Recipe for Disaster
item.raw_karambwan.3142	Used during Tai Bwo Wannai Trio	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Tai Bwo Wannai Trio
item.raw_karambwanji.3150	Used during Tai Bwo Wannai Trio	approved	Exact TBWT_RAW_KARAMBWANJI quest constant; quantity wording removed	Quest Helper pinned source 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Tai Bwo Wannai Trio
item.raw_lava_eel.2148	Used during Heroes’ Quest	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Heroes’ Quest
item.raw_mackerel.353	Used during In Aid of the Myreque	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: In Aid of the Myreque
item.raw_moss_lizard.29076	Used during Perilous Moon	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Perilous Moon
item.raw_rat_meat.2134	Used during Druidic Ritual	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Druidic Ritual
item.raw_sardine	Used during Gertrude’s Cat	approved	Exact catalogue-name match to direct required-item rows; variants, recommendations, alternatives, teleports, diary/skill helpers and ambiguous quantity rows excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Gertrude’s Cat
item.raw_slimy_eel.3379	Used during Land of the Goblins	approved	Direct reviewed requirement; corrected legacy quest attribution where applicable	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Land of the Goblins; OSRS Wiki: Land of the Goblins
item.raw_stuffed_snake.7577	Used during Recipe for Disaster	approved	Direct required item in Recipe for Disaster; corrected legacy quest attribution	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Recipe for Disaster; OSRS Wiki: Recipe for Disaster
item.red_banana.7572	Used during Recipe for Disaster	approved	Direct required item in Recipe for Disaster; corrected legacy quest attribution	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Recipe for Disaster; OSRS Wiki: Recipe for Disaster
item.red_bead.1470	Used during Imp Catcher	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Imp Catcher
item.red_dye.1763	Used during Enlightened Journey, Getting Ahead, Ghosts Ahoy, Mourning’s End Part I, Song of the Elves and The Hand in the Sand	approved	Direct required-item associations reviewed across Quest Helper quest definitions; recommendations, alternatives, travel conveniences and conditional rows excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Enlightened Journey; Getting Ahead; Ghosts Ahoy; Mourning’s End Part I; Song of the Elves; The Hand in the Sand
item.red_mahogany_log.4445	Used during One Small Favour	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: One Small Favour
item.red_rose_seed.6454	Used during Garden Of Tranquillity	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Garden Of Tranquillity
item.red_spiders_eggs.223	Used during Ratcatchers and While Guthix Sleeps	approved	Direct required-item associations reviewed across Quest Helper quest definitions; travel conveniences, alternatives and diary/skill helpers excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Ratcatchers; While Guthix Sleeps
item.red_topaz.1613	Used during Legends' Quest and One Small Favour	approved	Direct required-item associations reviewed across Quest Helper quest definitions; travel conveniences, alternatives and diary/skill helpers excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Legends' Quest; One Small Favour
item.redberries.1951	Used during Prince Ali Rescue and The Hand in the Sand	approved	Direct required-item associations reviewed across Quest Helper quest definitions; travel conveniences, alternatives and diary/skill helpers excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Prince Ali Rescue; The Hand in the Sand
item.redberry_pie.2325	Used during Prying Times, The Giant Dwarf and The Knight's Sword	approved	Direct required-item associations reviewed across Quest Helper quest definitions; travel conveniences, alternatives and diary/skill helpers excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Prying Times; The Giant Dwarf; The Knight's Sword
item.redeyes_bone.26592	Used during Hopespear's Will	approved	Exact named goblin-bone requirement; source plural normalised to catalogue item	Quest Helper pinned source 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
item.reduced_cadava_potion.22589	Used during Making Friends With My Arm	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Making Friends With My Arm
item.reinforced_goggles.24942	Used during A Porcine of Interest	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Porcine of Interest
item.repair_plank.7121	Used during Cabin Fever	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Cabin Fever
item.restore_potion.131	Used during While Guthix Sleeps	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: While Guthix Sleeps
item.ring_mould.1592	Used during Family Crest	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Family Crest
item.ring_of_charos.4202	Used during Garden of Tranquillity and The Great Brain Robbery	approved	Exact base-ring constants reviewed; activated-ring requirements kept separate	Quest Helper pinned source 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
item.ring_of_charos_a.6465	Used during Garden of Tranquillity, Ghosts Ahoy, In Search of the Myreque, The Fremennik Exiles and While Guthix Sleeps	approved	Exact activated Ring of charos requirements	Quest Helper pinned source 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
item.ring_of_life.2570	Used during The Curse of Arrav	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The Curse of Arrav
item.ring_of_recoil.2550	Used during Dragon Slayer, The Fremennik Trials and The Mage Arena II	approved	Direct required-item associations reviewed across multiple Quest Helper quest definitions	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Dragon Slayer; The Fremennik Trials; The Mage Arena II
item.ring_of_visibility.4657	Used during The Curse of the Empty Lord	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The Curse of the Empty Lord
item.robe_of_elidinis.6786	Used during Spirits of the Elid	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Spirits of the Elid
item.rock_cake.2379	Used during Watchtower	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Watchtower
item.rod_mould.7649	Used during In Aid of the Myreque	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: In Aid of the Myreque
item.roe.11324	Used during Barbarian Training	approved	Direct barbarian potion-mixing ingredient	Quest Helper pinned source 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
item.rope.954	Used during A Porcine of Interest, A Soul’s Bane, Another Slice of H.A.M., Cabin Fever, In Aid of the Myreque, Legends’ Quest, Making Friends with My Arm, Mountain Daughter, Mourning’s End Part II, Olaf’s Quest, Perilous Moons, Plague City, Prince Ali Rescue, Rag and Bone Man II, Recipe for Disaster, Regicide, Roving Elves, Royal Trouble, Shilo Village, Song of the Elves, Spirits of the Elid, Tale of the Righteous, Tears of Guthix, The Dig Site, The Fremennik Isles, Troll Romance, Underground Pass, Wanted!, Watchtower and Waterfall Quest	approved	Direct required-item associations reviewed across Quest Helper quest and miniquest definitions; teleports, recommendations, alternatives, diary/skill helpers and conditional rows excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Porcine of Interest; A Soul’s Bane; Another Slice of H.A.M.; Cabin Fever; In Aid of the Myreque; Legends’ Quest; Making Friends with My Arm; Mountain Daughter; Mourning’s End Part II; Olaf’s Quest; Perilous Moons; Plague City; Prince Ali Rescue; Rag and Bone Man II; Recipe for Disaster; Regicide; Roving Elves; Royal Trouble; Shilo Village; Song of the Elves; Spirits of the Elid; Tale of the Righteous; Tears of Guthix; The Dig Site; The Fremennik Isles; Troll Romance; Underground Pass; Wanted!; Watchtower; Waterfall Quest
item.rotten_apple.1984	Used during Biohazard	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Biohazard
item.rotten_barrel.11044	Used during Olaf's Quest	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Olaf's Quest
item.ruby	Used during Family Crest, Legends’ Quest and Sins of the Father	approved	Exact catalogue-name match to direct required-item rows; variants, recommendations, alternatives, teleports, diary/skill helpers and ambiguous quantity rows excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Family Crest; Legends’ Quest; Sins of the Father
item.ruby_sickle_b.24693	Used during Sins of the Father	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Sins of the Father
item.runite-bar	Used during Song of the Elves	approved	Exact catalogue-name match to direct required-item rows; variants, recommendations, alternatives, teleports, diary/skill helpers and ambiguous quantity rows excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Song of the Elves
item.sacred_oil_4.3430	Used during Shades of Mort’ton	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Shades of Mort’ton
item.salmon	Used during Family Crest	approved	Exact catalogue-name match to direct required-item rows; variants, recommendations, alternatives, teleports, diary/skill helpers and ambiguous quantity rows excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Family Crest
item.sand.6958	Used during The Hand in the Sand	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The Hand in the Sand
item.sandbag.9943	Used during Enlightened Journey	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Enlightened Journey
item.sandstone_20kg.6985	Used during Enakhra's Lament	approved	Exact ENAKH_SANDSTONE_HUGE_BODY requirement; distinct 20 kg quest sculpture component	Quest Helper pinned source 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Enakhra's Lament
item.sandstone_32kg.6986	Used during Enakhra's Lament	approved	Exact ENAKH_SANDSTONE_HUGE_BASE_LEGS requirement; distinct 32 kg quest sculpture component	Quest Helper pinned source 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Enakhra's Lament
item.sandstone_5kg.6975	Used during Enakhra's Lament	approved	Exact 5 kg sandstone requirement; other sandstone weights excluded	Quest Helper pinned source 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
item.sandstone_base.6988	Used during Enakhra’s Lament	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Enakhra’s Lament
item.sandstone_body.6987	Used during Enakhra’s Lament	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Enakhra’s Lament
item.sandy_coin_purse.30943	Used during The Final Dawn	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The Final Dawn
item.sandy_hand.6945	Used during The Hand in the Sand	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The Hand in the Sand
item.sandy_s_rota.6948	Used during The Hand in the Sand	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The Hand in the Sand
item.sapphire	Used during In Aid of the Myreque, Legends’ Quest and One Small Favour	approved	Exact catalogue-name match to direct required-item rows; variants, recommendations, alternatives, teleports, diary/skill helpers and ambiguous quantity rows excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: In Aid of the Myreque; Legends’ Quest; One Small Favour
item.sapphire_amulet.1694	Used during Making History	approved	Exact catalogue-name match to direct required-item rows; variants, recommendations, alternatives, teleports, diary/skill helpers and ambiguous quantity rows excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Making History
item.sapphire_lantern.4700	Used during Tears Of Guthix; Used during While Guthix Sleeps	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset; Direct light-source requirement in While Guthix Sleeps	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Tears Of Guthix; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: While Guthix Sleeps
item.saradomin_cape.2412	Reward choice from Mage Arena I; usable during Mage Arena II	approved	One of the three exact god-cape choices; alternatives are choice-equivalent rather than cumulatively required	OSRS Wiki: Mage Arena I; Mage Arena II; Saradomin cape
item.saradomin_staff.2415	Reward choice from Mage Arena I; used to unlock a god spell and usable during Mage Arena II	approved	Exact god-staff choice; only one alignment is required for Mage Arena I completion	OSRS Wiki: Mage Arena I; Mage Arena II; Saradomin staff
item.saw.8794	Used during Perilous Moon; Used during Dragon Slayer II	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset; Reviewed direct or route-dependent Dragon Slayer II requirement	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Perilous Moon; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Dragon Slayer II
item.sawmill_agreement.21529	Used during Bone Voyage	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Bone Voyage
